Id;ASIN;Group;Salesrank;Reviews;avg rating;Title
465053;6304400810;Video;824;33;3.5;Johnny Tremain
465068;B000002K9Y;Music;2637;24;4.5;The Music Man (1962 Film Soundtrack)
465069;6304486529;Video;3962;39;4.0;Turbo: A Power Rangers Movie
465087;B00000408I;Video;2345;131;4.5;The Manchurian Candidate
465125;B000062T9E;Music;3494;11;4.5;Messiah (Complete Traditional)
465182;0800196767;Video;1683;75;4.5;Matilda
465209;0684870681;Book;3352;12;4.5;Your Divorce Advisor : A Lawyer and a Psychologist GuideYou Through the Legal and Emotional Landscape of Divorce
465316;B00008BXJ4;Music;2526;27;4.5;Dirty Deeds Done Dirt Cheap [Expanded]
465366;6303255183;Video;4528;43;4.5;Homeward Bound: The Incredible Journey (De Regreso a Casa)
465375;6305074070;Video;1127;20;4.0;Song of Norway
465385;6302658578;Video;1695;10;4.0;Juggernaut
465492;B000099J41;Music;833;123;4.0;Dance With My Father
465576;6304341202;Video;2068;92;4.5;Foxfire
465623;B000056NX4;Video;4338;203;4.0;Jesus Christ Superstar
465652;B000031KHH;Music;3412;286;4.5;Listener Supported
465703;0961392142;Book;933;59;4.5;The Visual Display of Quantitative Information
465768;B00003Q08T;Video;4986;3;3.5;Win...The Winning Edge Wrestling Video Series: Take Downs (Tape 2)
465770;B00003Q08V;Video;4999;1;5.0;Win...The Winning Edge Wrestling Video Series: Top Positions
465771;B00003Q08U;Video;4991;2;5.0;Win...The Winning Edge Wrestling Video Series: Bottom Positions
465798;6300183572;Video;2882;7;4.5;The Paleface
465816;0767905938;Book;4430;90;4.5;A Year by the Sea: Thoughts of an Unfinished Woman
465891;B00005B7JD;Music;2346;433;4.0;Russell Watson · The Voice
465900;1572810939;Toy;1890;2;5.0;Wizard Card Game Deluxe
465969;0316779075;Book;2142;92;4.5;The Birth Book : Everything You Need to Know to Have a Safe and Satisfying Birth (Sears Parenting Library)
465994;B00005NOZV;Music;4560;0;0.0;5:30 Saturday Morning
466032;6304138431;Video;4145;10;4.5;Once Upon a Time...When We Were Colored
466122;6305930937;Video;1800;6;4.0;Teletubbies - Bedtime Stories and Lullabies
466133;0865714827;Book;2706;51;4.0;The Party's Over: Oil, War and the Fate of Industrial Societies
466252;B000056QFG;Music;456;93;4.5;Seussical: The Musical
466343;B00005B1AI;Music;2607;88;3.5;Bridget Jones's Diary
466366;6302541344;Video;3945;4;5.0;Adventures of Rocky and Bullwinkle Vol. 12  Banana Formula
466406;6304401744;Video;20;85;4.5;8 Minute Abs with 8 Minute Arms
466416;0789493837;Book;3441;51;4.5;London (Eyewitness Travel Guides)
466469;0966114108;Video;2495;0;0.0;Clap To It!
466497;0763151661;Book;4768;51;4.5;The Number Devil : A Mathematical Adventure
466508;B00000AEV0;Music;4261;24;5.0;A Swingin' Affair!
466535;B000001BZT;Music;3695;23;4.0;Copperhead Road
466594;B00000J2PH;Music;121;128;4.5;Tapestry
466596;B00000J2PI;Music;961;16;4.5;Carole King - Her Greatest Hits: Songs Of Long Ago
466647;0786814543;Book;2542;43;5.0;The Birchbark House
466706;B00004ZEM6;Video;4693;37;4.0;Viva! Latin Rhythm Workout
466817;6302795567;Video;3946;79;3.5;Shock Treatment
466905;B00006LLNU;Music;3307;293;4.5;( )
466922;6304092024;Video;3160;7;4.5;Comanche Station
466955;0767902521;Book;579;814;4.0;A Walk in the Woods : Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
466972;B00007G77E;Music;4523;17;5.0;Ten
466999;B000001GBJ;Music;1010;133;4.5;Songs from a Secret Garden
467005;B000001GBL;Music;4622;8;3.5;André Rieu - The Vienna I love - Waltzes From My Heart / Johann Strauss Orchestra
467023;0788812807;Video;108;68;4.5;Lady and the Tramp
467115;6304546335;Video;737;104;4.5;Clash of the Titans
467132;0395971233;Book;3478;17;4.5;One Hundred Hungry Ants
467232;B00004RF37;Video;3959;5;4.5;Irish R.M. - Series 3
467419;B00000JY1X;Music;2542;119;4.5;69 Love Songs
467609;6301863194;Video;584;15;4.5;Kiss of Death
467767;0679772677;Book;2309;311;4.5;A Civil Action (Vintage)
468143;B00005QCW4;DVD;1120;376;4.5;Cowboy Bebop - The Perfect Sessions (Limited Edition Complete Series Boxed Set)
468171;B000002TQV;Music;273;480;5.0;The Bends
468183;B00004YLQU;Music;4907;16;3.5;The Last of the Mohicans (1992 Film)
468272;0671213326;Book;2622;25;4.5;Art Of Dramatic Writing : Its Basis in the Creative Interpretation of Human Motives
468534;0448416735;Book;2049;18;4.0;Nancy Drew Starter Set: The Secret of the Old Clock, The Hidden Staircase, The Bungalow Mystery, The Mystery at Lilac Inn, The Secret of Shadow Ranch, The Secret of Red Gate (Nancy Drew (Hardcover))
468633;0684835398;Book;2476;66;4.5;I DONT WANT TO TALK ABOUT IT: OVERCOMING THE SECRET LEGACY OF MALE DEPRESSION
468646;B00008NGLS;Music;1878;73;4.5;Electric Version
468674;6302969352;Video;4162;319;4.5;Seven Samurai
468740;1931412065;Book;1077;166;4.5;500 Low-Carb Recipes: 500 Recipes from Snacks to Dessert, That the Whole Family Will Love
468749;6303379222;Video;1719;53;4.0;The Scent of Green Papaya
468778;B000002BK9;Music;1961;119;3.5;Boston - Greatest Hits
468805;039480077X;Book;4089;23;5.0;Horton Hatches the Egg (Classic Seuss)
468843;6303949436;Video;789;89;4.0;A Walk in the Clouds
468928;B000089IYV;Music;2340;36;4.0;Chinatown
468937;6302477379;Video;4355;32;5.0;The Five Pennies
469032;B00004ZD69;Music;1542;152;4.5;Lift Your Skinny Fists Like Antennas To Heaven
469200;B00006FD9J;DVD;4196;37;3.0;Godzilla - The Ultimate Collection (Godzilla, King of the Monsters/Godzilla vs. Mothra/Godzilla's Revenge/Terror of Mechagodzilla/Rodan)
469340;0809298805;Book;4758;16;4.0;Tapping the Healer Within : Using Thought-Field Therapy to Instantly Conquer Your Fears, Anxieties, and Emotional Distress
469362;0060968834;Book;4276;25;4.0;Allies in Healing: When the Person You Love Was Sexually Abused as a Child
469385;0767015991;Video;2736;4;4.5;The Greatest Generation
469446;B00004TA8K;Music;1186;93;4.5;Thirteen Tales From Urban Bohemia
469510;630274265X;Video;4523;44;4.5;War and Peace
469554;B00005T32W;Video;4316;12;5.0;The Firm - Cross Trainers: Firm Strength
469555;B00005T32Z;Video;3202;18;4.0;The Firm - Cross Trainers: Super Sculpting
469556;B00005T32X;Video;555;26;4.5;The Firm - Total Body - Maximum Body Shaping
469657;B00006J9OT;Music;457;109;4.5;Live in Paris
469762;B00004YYRQ;Music;2362;13;5.0;Villa-Lobos: Complete Music for Solo Guitar
469781;B00005UF9D;Video;4195;15;4.0;Scooby-Doo and the Reluctant Werewolf
469947;B00005NQJJ;Music;257;26;4.5;Doobie Brothers - Greatest Hits
469963;B00005NQJV;Music;3314;128;4.5;Worship
469971;0780625862;Video;582;25;4.5;A Midwinter's Tale
470043;0471414646;Book;3607;75;4.5;Optimal Thinking: How to Be Your Best Self
470045;6303614493;Video;2444;53;4.5;Casper
470087;1558743669;Book;455;1627;4.5;"A Child Called ""It"": One Child's Courage to Survive"
470163;B000002P8G;Music;4087;20;4.5;Will the Circle Be Unbroken, Vol. 2
470173;1929494173;Book;1481;10;5.0;The 7 Habits of Highly Effective Teens Workbook (The 7 Habits)
470194;B00008O83V;Music;4677;34;5.0;Revolutions Per Minute
470446;0440409675;Book;4958;7;5.0;Pain and the Great One (Picture Yearling Book)
470539;6300182304;Video;678;53;5.0;Coal Miner's Daughter
470573;B00005O7SI;Music;3152;35;4.5;Breath of the Heart
470598;B000068MFC;Video;1616;3;4.5;Power Rangers Wild Force - Ancient Awakening
470599;B000068MFB;Video;3175;11;4.5;Power Rangers Wild Force - Lion Heart
470611;B000068MFS;Video;194;226;4.0;Serendipity
470637;B000001E18;Music;1264;183;4.0;Zooropa
470799;0486282228;Book;4723;64;4.0;Pygmalion (Dover Thrift Editions)
470829;0306809907;Book;2729;218;4.5;Friday Night Lights: A Town, a Team, and a Dream
470863;B00006YXEA;Music;2159;15;4.0;Talk to Her
471165;6302869374;Video;1280;10;4.0;Where Love Has Gone
471256;6302136229;Video;1140;11;5.0;Sun Valley Serenade
471487;B0000058I1;Music;1749;5;4.5;25 Bach Favorites
471492;B0000058I7;Music;1694;5;4.5;25 Baroque Favorites
471536;B000068QPY;DVD;3362;13;4.5;The Mighty Ducks Boxed Set (All 3 Films)
471589;B00005V4WI;Music;1617;21;4.5;Ultimate Collection
471603;B000007NC0;Music;724;120;4.5;Mermaid Avenue
471612;B0000719UL;Music;4838;185;4.5;Quality
471642;0915297019;Book;4100;95;4.5;Once a Runner
471848;0312990456;Book;304;414;4.5;One for the Money (A Stephanie Plum Novel)
472113;6303911579;Video;1993;86;4.5;Sesame Street - Do the Alphabet
472117;1580625576;Book;2419;3;5.0;The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You! (Everything Kids Series)
472123;B000089CJI;Music;149;351;4.5;Give Up
472275;0789440857;Video;3293;1;4.0;Amazing Animals Video: Giant Animals
472276;0375708111;Book;424;418;4.5;The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory
472352;B00005B50H;Music;2523;82;3.5;Songcatcher: Music from and Inspired by the Motion Picture
472454;B000062XIG;Video;2090;41;4.5;Dorothy L. Sayers Mysteries (Strong Poison / Have His Carcase / Gaudy Night)
472494;B00000FCDD;Music;2510;7;4.5;The Ultimate Collection
472504;B000002GNK;Music;509;35;4.5;Tupelo Honey
472510;6300269558;Video;4927;30;4.5;Finian's Rainbow
472816;B000065UFD;Music;404;116;4.5;The Who: The Ultimate Collection
472817;0788807315;Video;4554;8;5.0;Winnie the Pooh and a Day for Eeyore
472819;6302413311;Video;849;9;4.0;The Fugitive Kind
473074;0805066691;Book;3495;110;4.5;Bury My Heart at Wounded Knee: An Indian History of the American West
473222;0898625688;Book;3713;9;5.0;DSM-IV Made Easy: The Clinician's Guide to Diagnosis
473255;B00003CX97;DVD;1510;124;4.5;The Bridge on the River Kwai (Limited Edition)
473304;B00000DFSK;Music;293;203;4.0;The Best of 1980-1990
473447;B00008ZL4Q;DVD;327;225;5.0;La Femme Nikita - The Complete First Season
473571;B000078U3O;Video;2724;2;5.0;Stott Pilates - The Secret to Flat Abs: Pilates Matwork Level 1
473621;0142001104;Book;871;46;4.5;The Art of Possibility : Transforming Professional and Personal Life
473666;0060976241;Book;4073;93;4.5;The Lone Ranger and Tonto Fistfight in Heaven
473698;B000060K4L;Video;3501;3;5.0;Do the Hustle: Beginner/Intermediate
473857;B000002OD0;Music;3785;27;4.5;Feeding Frenzy
473981;B00005NW5T;Music;3822;3;4.5;Desert Sessions Volume 7 & 8
474032;6301986105;Video;1908;6;3.5;Marlowe
474167;0440222702;Book;4488;20;4.5;Back Spin (Myron Bolitar Mysteries (Paperback))
474256;B000002IIT;Music;4169;33;4.0;10 From 6
474384;1558746803;Book;1814;159;4.5;The Schwarzbein Principle: The Truth About Losing Weight, Being Healthy, and Feeling Younger
474397;6303651879;Video;3551;67;5.0;The Cure
474442;0060930349;Book;274;166;3.5;A History of the American People
474468;043949687X;Book;4671;35;4.5;Charlie Bone and the Time Twister (The Children of the Red King, Book 2)
474577;630227608X;Video;68;20;4.5;Sesame Street - Learning About Letters
474583;B00001QGQI;Music;2505;590;4.0;Brand New Day
474655;078942147X;Video;1672;6;4.0;Eyewitness - Ocean
475036;0312976275;Book;787;324;4.5;Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel)
475085;0394800915;Book;4337;34;5.0;Dr. Seuss's Sleep Book (Classic Seuss)
475231;B0000033UA;Music;3296;20;4.5;For Our Children Too!: To Benefit Pediatric AIDS Foundation
475254;B00006HAZF;DVD;3851;42;4.5;Commanding Heights - The Battle for the World Economy
475272;B00006HAZ4;DVD;3465;190;4.5;Babylon 5 - The Complete First Season
475284;0451167724;Book;4545;38;4.5;How to Get Control of Your Time and Your Life
475343;086543171X;Book;4795;27;4.5;Mis-Education of the Negro
475365;0767905180;Book;4492;677;3.5;Jemima J : A Novel About Ugly Ducklings and Swans
475374;B000002UP2;Music;3899;8;5.0;Retrospective
475401;B00000F7FH;Video;1032;4;3.5;WR: Mysteries of the Organism
475604;B000024B40;Music;2061;30;4.5;A Little Night Music (1973 Original Broadway Cast)
475606;B00000DHSN;Music;2011;40;5.0;Company - A Musical Comedy (1970 Original Broadway Cast)
475609;B00000DHSE;Music;2878;174;5.0;E 1999 Eternal
475619;6303991408;Video;2880;55;5.0;Balto
475622;B000005DCB;Music;3472;163;4.5;Karma
475706;B0000714F7;Video;447;7;5.0;The Forsyte Saga - First Generation
475777;0802139256;Book;1103;282;4.0;Peace Like a River
475853;1880685000;Book;72;55;4.5;The Theory of Poker
476008;1887202048;Book;3258;0;0.0;Detoxify or Die
476067;6303146767;Video;4011;2;4.5;The Fantastic World of M.C. Escher
476183;0786865954;Book;2132;48;3.5;How to Become a Rainmaker: The Rules for Getting and Keeping Customers and Clients
476314;6304401132;Video;240;165;4.5;Sleeping Beauty (Disney)
476393;1574925938;Video;1286;8;5.0;The Call of the Wild - Dog of the Yukon
476463;B00005O5IJ;Video;4694;0;0.0;Victor Borge - Great Comedy Performances
476505;6302732972;Video;1123;61;4.0;Beyond the Valley of the Dolls
476525;6303382975;Video;4025;21;5.0;Midnight
476551;B00005B21A;Video;238;114;4.5;Baby Dolittle Neighborhood Animals
476581;0071381791;Book;1583;5;5.0;McGraw-Hill's GED : The Most Complete and Reliable Study Program for the GED Tests
476602;B0000024ZT;Music;2349;53;4.5;Greetings From Asbury Park, N.J.
476619;B0000024Z3;Music;4015;19;5.0;They Only Come Out at Night
476623;B0000024Z6;Music;4869;6;4.5;I Can See Clearly Now
476650;0471225347;Book;2243;62;4.5;Come Into My Trading Room: A Complete Guide to Trading
476677;0781729734;Book;3981;21;4.5;Surgical Recall
476726;6304824807;Video;4106;8;4.5;Fire Emblem
476761;B00005BJ2O;Music;764;543;4.5;Moulin Rouge
476780;0767900421;Book;4400;17;5.0;How One of You Can Bring the Two of You Together
476789;B000001GX7;Music;2898;12;5.0;Tschaikovsky: Ballet Suites / Rostropovich, Berlin Philharmonic Orchestra
476819;0060516070;Book;3919;29;5.0;The Effective Executive Revised
476822;0141308206;Book;3903;15;4.5;Summer Reading is Killing Me! (Time Warp Trio)
476840;6302424739;Video;1828;57;4.5;84 Charing Cross Road
476929;B000083C59;Video;177;183;4.5;Leisa Hart's FitMama: Prenatal Workout
476957;B000083C5F;DVD;2066;55;4.5;Three Colors Trilogy (Blue / White / Red)
476993;6304457278;Video;3542;56;4.5;The Cowboys
477050;B000000YG5;Music;917;68;5.0;Saxophone Colossus
477098;0884481492;Book;4485;13;5.0;In the Palm of Your Hand: The Poet's Portable Workshop
477197;B00005TPN0;Video;635;7;4.5;Yoga Fitness For Kids Ages 7-12
477237;B00005TPNB;Video;4751;5;4.5;Kipper - Imagine That
477255;0060229357;Book;4120;76;5.0;Harold and the Purple Crayon 50th Anniversary Edition (Harold & the Purple Crayon (Hardcover))
477321;B00000DI10;Music;3580;18;4.5;Classic Wynton
477493;B00004SWBH;Music;1460;25;4.5;The Remains of Tom Lehrer
477513;0446675156;Book;1791;86;4.5;The Mindbody Prescription: Healing the Body, Healing the Pain
477521;B000000WG4;Music;3864;80;4.0;Tubular Bells
477538;B000000WGM;Music;3602;19;3.5;When in Rome
477748;0783227051;Video;4055;31;4.5;For Richer or Poorer
477823;6302652774;Video;1967;25;4.5;3 Ninjas
477878;0316769509;Book;4230;137;4.5;Nine Stories
477891;B0000032N6;Music;3124;8;4.0;Super Hits of the '70s: Have a Nice Day, Vol. 15
477927;6301778367;Video;2820;11;4.5;Fancy Pants
478044;B000069KGM;Music;1229;47;4.5;Chicago Transit Authority
478064;B00005QZWI;Music;831;409;4.5;The Lord of the Rings: The Fellowship of the Ring
478073;6300268748;Video;1011;82;3.5;Battle of the Bulge
478101;6301948106;Video;421;14;4.5;DuckTales the Movie -- Treasure of the Lost Lamp
478121;6302718880;Video;2142;2;5.0;The Honey Pot
478169;0920668372;Book;743;494;4.0;Love You Forever
478296;B00001U0JX;Video;3268;0;0.0;Proof
478328;630158919X;Video;1173;6;2.5;Cold Sassy Tree
478377;B000002H6U;Music;4398;7;5.0;There But for Fortune
478404;B00005MHVI;Music;4506;9;5.0;"The Kingston Trio/...From the ""Hungry i"" [Collector's Choice]"
478426;B0000639LZ;Video;1904;188;4.5;Big Eden
478440;B0000639LE;Video;4801;12;3.0;Air Bud - Seventh Inning Fetch
478727;0553372114;Book;4135;36;4.5;A Path with Heart : A Guide Through the Perils and Promises of Spiritual Life
478736;6301015320;Video;1275;30;3.5;1900
478821;0060608528;Book;3936;21;5.0;Life Together: The Classic Exploration of Faith in Community
478842;6301868684;Video;3784;13;4.5;Last Exit to Brooklyn
478855;B000002BQK;Music;2884;384;4.5;Butterfly
478874;B000002BQ1;Music;1447;14;4.5;Sesame Street: Platinum Too
479010;B0000048V8;Video;1754;99;5.0;The Snowman
479089;0824512596;Book;4805;20;4.5;In the Name of Jesus : Reflections on Christian Leadership
479098;014016930X;Book;3529;119;4.5;Angle of Repose (Contemporary American Fiction)
479206;1887923004;Book;1370;2;5.0;Summer Bridge Activities: 4th Grade to 5th Grade (Summer Bridge Activities)
479211;0060931027;Book;1099;87;4.5;The Explosive Child: A New Approach for Understanding and Parenting Easily Frustrated, Chronically Inflexible Children
479411;0440428130;Book;1516;23;4.5;Freckle Juice
479479;0345416260;Book;1635;196;4.5;Pope Joan : A Novel (Ballantine Reader's Circle)
479483;B00000IBME;Video;40;46;4.5;Move Over Darling
479487;B00000IBMC;Video;4213;27;4.5;Cheaper by the Dozen
479493;B00000IBMH;Video;21;44;4.5;Nadia
479501;0970648553;DVD;2518;15;4.5;The Tango Fundamentals - Volume 1: Basic Elements
479503;6303394183;Video;2491;2;4.0;History of Rock 'n' Roll: Up from the Underground
479582;B0000683V4;Music;3811;8;5.0;10 Carrot Diamond
479591;6300247139;Video;2545;14;4.5;Norma Rae
479700;0071414363;Book;4166;13;4.0;Teach Yourself Korean: Complete Audio Cd Program (Teach Yourself Language Complete Courses (Audio))
479715;0830642463;Book;4194;5;4.5;Start and Run a Money-Making Bar
479815;0425103552;Book;3583;170;4.5;Marine Sniper
480038;0440479002;Book;2324;150;4.0;The Sign of the Beaver
480255;B000000D3I;Music;2367;24;4.5;Shaun Cassidy - Greatest Hits
480266;6300215687;Video;1128;27;4.5;The Naked Jungle
480299;0671762273;Book;3713;9;5.0;Codependents' Guide to the Twelve Steps : New Stories
480314;6303697259;Video;1545;14;4.5;In Shape With Rachel McLish
480333;B000002KNI;Music;2688;53;4.5;The Concert in Central Park
480359;B00000JS61;Video;1083;379;4.5;The Wizard of Oz
480421;B00004Z41Q;Music;2142;356;4.0;Whoa, Nelly!
480474;0140440046;Book;2064;107;4.5;Candide (Penguin Classics)
480496;B00005ALP2;Video;2403;86;4.5;Sabrina (Commemorative Edition)
480500;B00004ZB9D;Music;1905;170;4.0;Lenny Kravitz Greatest Hits
480759;B000059H6T;DVD;480;85;5.0;Wives and Daughters
480924;B000054P0R;Music;4810;36;4.5;Lost Songs 95-98
481052;B0000013G9;Music;3192;138;4.5;CrazySexyCool
481055;0783222955;Video;440;251;4.5;To Kill a Mockingbird
481058;B0000062S2;Music;4263;108;5.0;Enchanted: The Works of Stevie Nicks
481089;6304383177;Video;2431;106;4.5;Bringing Up Baby
481195;0064440206;Book;2033;30;5.0;Frog and Toad Are Friends (I Can Read Book 2)
481265;6300218228;Video;721;4;5.0;Woman Called Golda
481324;0671792768;Book;1834;15;4.5;Brave Companions
481344;B00000GFWW;Video;878;134;4.0;Grease 2
481349;6301160223;Video;1593;0;0.0;Upper Body Beautiful
481374;6303031803;Video;1778;3;3.5;A Gnome Named Gnorm
481572;B000003KDD;Video;2658;28;4.0;Beverly Hills Cop II
481649;630309192X;Video;3875;12;4.0;Dark of the Sun
481666;078795599X;Book;786;92;3.5;A New Kind of Christian: A Tale of Two Friends on a Spiritual Journey
481773;0767814916;Video;4843;10;4.0;Marie Baie Des Anges (Marie From the Bay of Angels)
481936;B00004TX5O;Video;1448;20;3.0;I Dreamed of Africa
482034;B000002L68;Music;1646;132;5.0;"Music from the Motion Picture ""Purple Rain"""
482038;B000002L66;Music;3946;17;4.0;Ice Cream Castle
482075;B0000032Z0;Music;1755;18;5.0;The Sky Is Crying: The History of Elmore James
482081;B000002L6Z;Music;4383;12;4.5;How Will the Wolf Survive?
482207;B000002MFS;Music;3351;19;4.5;The Best of the Smiths, Vol. 1
482215;B000002MFN;Music;4681;204;4.5;Erotica
482218;B000002MFE;Music;1517;110;4.5;Unplugged
482263;0449214923;Book;215;260;4.5;Think and Grow Rich
482363;0743222806;Music;432;555;5.0;No Name Face
482412;6305812039;Video;3805;71;5.0;Raise the Red Lantern
482448;B000087DSO;Music;4824;5;5.0;Uncle Charlie & His Dog Teddy [Bonus Tracks]
482487;0385314647;Book;2546;9;4.0;What Your Fifth Grader Needs to Know : Fundamentals of a Good Fifth-Grade Education (Core Knowledge Series)
482680;0790740656;Video;2874;46;4.0;Risky Business
482748;0071358064;Book;4359;22;4.5;The Six Sigma Way: How GE, Motorola, and Other Top Companies are Honing Their Performance
482860;0446394599;Book;4080;43;4.5;Lincoln on Leadership : Executive Strategies for Tough Times
482891;6301006763;Video;1384;9;4.5;Harrys War
482919;0971412952;Book;1269;18;3.5;The Story of the World: Activity Book One: Ancient Times, Second Edition
482998;6305805385;Video;1108;16;4.0;Digimon (Vol. 2)
483106;B00004WG2S;Video;3040;8;5.0;Keeping Up Appearances - Giftset 1 (Rural Retreat/Sea Fever/Angel Gabriel Blue/Entertaining the Hyacinth Way)
483109;B00004WG2W;Video;2208;41;3.0;Mansfield Park
483111;B00004WG2Y;Video;4800;9;3.5;Red Dwarf VIII - Byte One: Back In The Red
483113;630238060X;Video;2982;112;3.5;Diamonds are Forever
483204;0399523308;Book;772;154;3.5;The Girlfriends' Guide to Surviving the First Year of Motherhood
483225;0385418868;Book;1924;92;4.5;The Power of Myth
483354;0688123163;Book;470;74;4.0;Raving Fans : A Revolutionary Approach To Customer Service
483465;B0000033KL;Music;3729;4;5.0;Show Boat: Original Motion Picture Soundtrack (1951 Film)
483477;B0000025DT;Music;3827;39;5.0;A New World Record
483557;6300216454;Video;2383;10;4.5;Save the Tiger
483568;0440445450;Book;1002;0;0.0;How to Eat Fried Worms
483624;6303467814;Video;307;2;5.0;The Magic School Bus: Inside Ralphie
483699;060961066X;Book;763;72;4.0;Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family
483751;6300216721;Video;4178;55;4.0;Murder on the Orient Express
483799;0345391810;Book;1865;93;4.5;The Restaurant at the End of the Universe
483957;0060006641;Book;932;86;4.5;On Writing Well, 25th Anniversary : The Classic Guide to Writing Nonfiction (On Writing Well)
484027;B00005RJ3N;Video;2833;164;4.0;WWE - Wrestlemania 18
484041;0553348981;Book;3947;147;4.5;Jitterbug Perfume
484053;0325003106;Book;1960;12;5.0;Guiding Readers and Writers (Grades 3-6): Teaching Comprehension, Genre, and Content Literacy
484100;B00007LVCM;DVD;799;417;4.5;A Bug's Life (Collector's Edition)
484118;0790749491;Video;602;7;4.5;Dangerous When Wet
484139;0380015390;Book;4833;361;4.0;Satanic Bible
484219;0743225996;Book;4364;39;4.5;Get with the Program!
484275;B000001FY9;Music;3738;159;5.0;Legend
484315;6302320402;Video;131;12;5.0;One Hundred and One Dalmatians
484333;B000002MSM;Music;1372;92;5.0;The Celts
484359;6303402348;Video;149;529;4.0;Forrest Gump
484421;B00005NNF2;Music;1035;13;4.5;Italian Love Songs
484450;B000002VCV;Music;3548;24;3.0;Shakedown Street
484602;B000002ADT;Music;117;541;5.0;Kind of Blue
484604;B000002ADP;Music;4680;21;5.0;Louis Armstrong Plays W.C. Handy
484626;0142000159;Book;3054;68;4.5;Brunelleschi's Dome : How a Renaissance Genius Reinvented Architecture
484730;B00005221I;DVD;1055;489;4.5;Buffy the Vampire Slayer - The Complete First Season
484772;0375400125;Book;4292;27;4.0;Overcoming Dyslexia: A New and Complete Science-Based Program for Reading Problems at Any Level
484800;0811815862;Book;4081;49;5.0;The Journey Is the Destination: The Journals of Dan Eldon
484910;076790382X;Book;3661;172;4.0;I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away
484934;6305171726;Video;4077;82;4.0;Dr. Dolittle
484949;B000062TU1;DVD;1576;1826;4.0;Harry Potter and the Sorcerer's Stone (Full Screen Edition)
484950;B000062TU2;Video;4207;1826;4.0;Harry Potter and the Sorcerer's Stone - Spanish Edition
485026;B000059HAQ;DVD;4590;112;4.5;Cleopatra (Five Star Collection)
485105;1568328443;Video;2574;20;3.5;There Goes a Dump Truck
485117;B00004SU5J;Music;1215;113;4.5;Tourist
485160;1558904778;Video;1492;1;5.0;Winnie the Pooh: Pooh Learning - Making Friends
485229;6304428928;Video;4011;92;4.5;Rain Man
485271;079284548X;Video;3095;78;4.5;Eat Drink Man Woman
485319;6302821088;Video;1293;5;4.0;Ballroom Dancing - Advanced
485420;B00005UM5K;Video;1531;137;3.0;Along Came a Spider
485465;0618002219;Book;1817;1432;4.5;The Hobbit: or There and Back Again
485489;B00000F1UP;Music;942;61;4.5;You've Got Mail: Music From The Motion Picture
485499;6305128324;Video;733;31;5.0;Friendly Persuasion
485507;B00004TWZF;DVD;3031;107;4.0;The Big Blue (Director's Cut)
485587;B00004W510;Music;2949;67;5.0;Band
485590;0800611144;Book;3623;17;4.5;Good Grief: A Constructive Approach to the Problem of Loss
485623;6301691237;Video;265;113;4.5;Steel Magnolias
485794;0684818701;Book;1097;192;4.0;The All New, All Purpose Joy of Cooking
485912;0684818868;Book;431;285;4.0;Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong
485944;B000002AEU;Music;3736;18;5.0;Sin & Soul...And Then Some
485968;0316101834;Book;3839;10;3.5;What's the Big Secret? : Talking about Sex with Girls and Boys
486117;0971366306;Video;142;44;4.5;Baby See 'N Sign
486282;6303912737;Video;693;32;4.5;Claudia Schiffer: Perfectly Fit - Legs
486314;6303962270;Video;629;7;4.5;Riders of the Purple Sage
486315;6303369170;Video;744;25;4.5;Arizona Dream
486417;0915811898;Book;2671;164;4.5;Way of the Peaceful Warrior, 20th Anniversary Edition: A Book That Changes Lives
486546;0937611018;Book;2239;111;4.5;You Can Heal Your Life
486553;6304132581;Video;2377;4;5.0;The Beginner's Bible: The Story of Noah's Ark
486623;6303995713;Video;1070;33;4.5;Metropolitan
486684;6301729897;Video;8;40;4.0;Richard Simmons - Sweatin' to the Oldies
486768;0767904842;Book;880;40;4.5;Smart Couples Finish Rich : 9 Steps to Creating a Rich Future for You and Your Partner
486770;B00004Y6NP;Music;928;103;4.5;Brothers in Arms
486864;034541005X;Book;1213;313;4.5;Power of One
487171;B00006HB07;Video;1100;14;4.5;Kathy Smith - Pilates for the Lower Body
487196;0800124456;Video;1842;370;4.5;The Mask of Zorro
487467;0783208227;Video;3916;30;5.0;Heart and Souls
487483;B00005MKOL;DVD;3473;30;4.5;The Avengers - The Complete Emma Peel Megaset
487581;B000001IPL;Music;956;340;4.5;Smash
487600;1590521196;Book;3247;84;4.5;Desiring God
487620;0435088637;Book;1882;11;5.0;Guided Reading : Good First Teaching for All Children
487659;6303544797;Video;4951;5;4.5;The Brady Bunch - The Honeymoon / A Camping We Will Go
487820;B00001W0F7;Video;2176;20;4.0;Cat People
487864;0679882812;Book;1574;46;3.5;Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright & Early Board Books(TM))
487922;0553245767;Book;3860;20;4.5;The Choice
487982;0967518822;Book;3299;52;4.0;Weight Training Workouts that Work
